applicant_id,race,gender,income,credit_score,debt_to_income,employment_length,loan_amount,zip_code,approved
74,Hispanic,Male,67387,633,0.209,8.9,113000,94102,0
75,Black,Female,21501,722,0.48,3.7,58000,91271,0
76,Black,Male,94284,712,0.43,2.7,196000,91322,0
77,Hispanic,Male,77745,728,0.286,10.7,195000,92821,1
78,White,Male,151595,781,0.186,1.5,355000,94036,1
79,White,Male,147247,680,0.224,2.5,264000,90303,1
80,White,Female,20000,621,0.111,4.0,35000,94693,0
81,Hispanic,Female,20000,635,0.216,3.7,31000,92109,0
82,Black,Female,20000,678,0.321,0.9,28000,91720,0
83,White,Female,23649,614,0.266,3.6,38000,94701,0
84,White,Male,59520,695,0.51,0.7,102000,90910,0
85,White,Male,34888,681,0.174,0.1,51000,94155,1
86,White,Female,144500,794,0.366,17.9,461000,90889,1
87,Black,Female,97988,726,0.469,2.1,263000,91012,1
88,Black,Male,36623,605,0.353,1.4,47000,94052,0
89,Hispanic,Female,110439,786,0.276,1.5,194000,94739,0
90,White,Male,119716,681,0.235,5.2,176000,94477,1
91,White,Male,37405,746,0.31,15.7,105000,90356,1
92,Black,Male,20000,618,0.316,4.5,34000,91182,0
93,Hispanic,Male,35269,678,0.347,15.3,77000,94470,0
94,White,Female,28302,697,0.223,0.6,41000,90893,0
95,Hispanic,Female,38674,682,0.288,0.0,110000,94365,0
96,White,Male,51716,733,0.315,2.6,114000,90153,1
97,White,Female,43273,714,0.211,1.5,103000,94039,1
98,White,Female,57050,742,0.438,18.2,139000,90322,1
99,White,Male,23682,706,0.284,1.0,65000,90568,0
100,White,Male,62743,643,0.427,1.1,151000,94563,0
101,White,Female,32007,701,0.547,3.5,63000,94266,0
102,Black,Female,35234,627,0.363,6.2,44000,91100,0
103,White,Female,74007,657,0.429,2.9,171000,90377,0
104,White,Male,23514,668,0.41,0.2,40000,90506,0
105,Asian,Female,36956,710,0.422,7.8,67000,93808,0
106,White,Male,45655,708,0.325,16.1,131000,90935,1
107,White,Male,36005,743,0.295,8.9,95000,90328,1
108,Hispanic,Male,68971,755,0.425,10.8,172000,92319,1
109,White,Male,31817,705,0.17,9.9,72000,90234,0
110,White,Male,35128,716,0.376,7.6,59000,90343,1
111,White,Male,32017,693,0.473,8.6,83000,90419,0
112,White,Male,94394,763,0.402,0.5,159000,90491,1
113,Asian,Female,32558,723,0.304,0.3,86000,93293,0
114,Hispanic,Male,52975,678,0.302,0.2,146000,94988,0
115,Black,Male,120299,813,0.412,5.3,392000,91866,1
116,Hispanic,Male,38432,644,0.326,0.6,64000,94393,0
117,Hispanic,Male,78337,768,0.606,0.0,202000,92840,0
118,White,Female,113583,668,0.416,0.6,192000,90348,0
119,Hispanic,Male,74448,734,0.395,0.0,141000,92463,0
120,White,Female,41249,765,0.282,5.4,70000,90362,1
121,Hispanic,Male,59089,589,0.264,0.8,86000,94043,0
122,Hispanic,Male,20000,668,0.345,9.1,54000,94639,0
123,White,Female,26093,720,0.211,25.2,51000,90742,1
124,White,Female,28989,699,0.457,3.0,71000,94287,0
125,White,Male,188031,799,0.402,6.6,588000,90103,1
126,White,Female,25589,691,0.395,1.5,43000,94165,0
127,Hispanic,Male,24466,609,0.325,4.3,53000,92390,0
128,Hispanic,Female,20000,779,0.221,10.8,54000,92384,1
129,White,Female,58300,678,0.274,1.2,152000,94498,1
130,White,Female,45390,718,0.543,16.9,75000,90250,1
131,White,Female,79980,684,0.462,1.6,123000,94538,0
132,White,Male,73332,598,0.465,1.9,116000,90460,1
133,White,Female,20000,635,0.193,12.1,41000,90049,0
134,White,Male,30201,614,0.203,4.7,55000,90831,0
135,Asian,Male,116773,802,0.312,0.2,415000,93076,0
136,White,Male,43391,664,0.315,8.9,125000,90595,0
137,White,Male,99962,702,0.264,6.8,184000,90323,0
138,Black,Female,28566,598,0.548,6.5,58000,91216,0
139,White,Female,23315,688,0.41,0.9,42000,90909,0
140,Asian,Female,36472,665,0.485,11.0,55000,93699,0
141,Asian,Male,28795,746,0.152,7.9,79000,94331,0
142,White,Male,34914,705,0.223,16.8,81000,90301,1
143,White,Female,47006,668,0.37,2.9,90000,90083,0
144,White,Male,66633,751,0.187,4.4,121000,94183,1
145,White,Female,20000,681,0.313,6.0,29000,90237,0
146,White,Female,41235,694,0.301,0.6,90000,90926,0
147,Black,Female,21978,574,0.261,0.0,31000,94198,0
148,White,Male,33221,685,0.546,1.8,57000,90523,0
149,White,Female,45120,712,0.301,16.0,87000,94677,0
150,White,Male,35232,756,0.38,0.0,64000,90705,1
151,Asian,Female,100263,701,0.288,34.1,276000,94472,1
152,White,Male,99991,842,0.358,3.4,300000,94373,1
153,White,Male,99617,756,0.305,7.0,203000,94778,1
154,White,Male,36426,615,0.552,2.8,69000,94181,0
155,Asian,Female,24557,651,0.363,7.8,65000,94450,0
156,White,Male,51493,770,0.533,17.0,119000,90301,1
157,Black,Male,33594,716,0.508,1.2,76000,91751,1
158,Hispanic,Male,27896,666,0.446,0.5,70000,92708,0
159,White,Female,20579,689,0.359,1.3,42000,94359,0
160,Black,Female,30481,594,0.215,0.5,64000,91173,0
161,White,Female,32697,754,0.564,1.3,56000,90935,0
162,Black,Female,47231,613,0.473,0.0,66000,91411,0
163,Black,Male,54796,709,0.565,11.2,135000,94907,1
164,White,Male,94890,793,0.259,7.5,275000,90142,1
165,White,Female,20000,683,0.305,3.6,63000,94545,0
166,Hispanic,Male,51132,728,0.295,0.0,100000,92911,0
167,White,Male,31682,780,0.292,0.2,108000,90195,1
168,White,Male,23570,696,0.372,2.5,62000,90028,0
169,White,Male,37905,683,0.463,0.0,64000,90546,0
170,White,Male,93080,721,0.455,0.4,184000,94310,0
171,Black,Male,29405,614,0.606,0.0,41000,91719,0
172,White,Male,125401,705,0.352,12.2,327000,90047,1
173,White,Male,68140,731,0.214,7.8,145000,90057,1
174,White,Male,38698,684,0.376,2.0,61000,90840,0
175,Black,Male,73743,694,0.501,1.5,171000,94129,0
176,White,Male,64038,632,0.36,2.5,101000,90336,0
177,Black,Female,20000,641,0.383,3.0,38000,94260,0
178,White,Male,149534,809,0.458,15.1,401000,90759,1
179,Asian,Female,51121,653,0.462,3.7,74000,94692,0
180,White,Female,42140,695,0.227,0.9,93000,94080,0
181,White,Female,24938,591,0.254,0.9,37000,94695,0
182,White,Male,99481,662,0.331,0.4,215000,90422,1
183,Asian,Male,70203,761,0.267,8.2,151000,93101,1
184,Hispanic,Male,58635,668,0.217,2.4,155000,94663,1
185,White,Female,30729,778,0.189,13.1,102000,90998,1
186,Black,Male,60644,691,0.422,0.4,90000,94480,0
187,Hispanic,Female,59048,710,0.359,7.9,104000,92617,0
188,White,Female,27895,632,0.281,3.5,53000,94724,1
189,White,Male,20948,662,0.277,9.5,27000,94507,0
190,White,Male,69482,673,0.3,5.0,107000,94048,1
191,White,Female,20000,628,0.303,1.1,39000,90460,0
192,Hispanic,Male,44035,708,0.278,8.0,96000,92244,0
193,Asian,Male,39357,745,0.485,0.0,73000,93143,1
194,Black,Female,64925,692,0.587,3.0,139000,91168,0
195,White,Male,38727,650,0.503,1.2,111000,90626,0
196,White,Female,80970,733,0.252,2.6,230000,90786,1
197,Black,Female,22954,552,0.321,0.9,27000,94621,0
198,Hispanic,Female,62256,752,0.394,4.6,120000,92678,1
199,Hispanic,Male,138379,666,0.34,1.6,238000,92598,0
200,Hispanic,Male,21178,606,0.37,4.9,23000,92858,0
201,Black,Female,37235,662,0.483,0.6,59000,91159,0
202,White,Male,255063,830,0.34,15.4,754000,90572,1
203,White,Male,51018,695,0.431,5.2,85000,90239,1
204,Hispanic,Male,41715,618,0.376,1.4,60000,92311,0
205,Black,Male,59007,725,0.604,3.6,141000,91182,1
206,White,Male,50244,614,0.364,2.9,99000,90962,0
207,White,Female,20000,607,0.318,10.4,36000,94290,0
208,Black,Male,72525,671,0.435,3.0,162000,91412,0
209,White,Male,20000,618,0.159,7.8,27000,94837,0
210,White,Female,32448,749,0.186,8.3,63000,90732,0
211,White,Female,85985,661,0.325,8.4,241000,90119,1
212,Black,Male,29684,729,0.327,6.3,101000,91896,1
213,Black,Male,24248,700,0.382,0.5,71000,91643,0
214,White,Female,70617,772,0.212,12.4,229000,90510,1
215,Black,Female,20000,740,0.376,6.0,31000,91574,0
216,White,Female,20013,685,0.118,0.3,62000,94254,0
217,White,Female,49128,647,0.235,5.8,72000,94357,1
218,Black,Male,32943,648,0.48,1.8,63000,94951,0
219,Black,Female,20000,618,0.247,0.0,37000,91071,0
220,Hispanic,Male,58907,648,0.457,1.8,128000,92021,0
221,Black,Female,41294,666,0.28,13.5,103000,91120,1
222,White,Female,33578,673,0.418,11.0,74000,90832,0
223,White,Female,34985,652,0.404,0.5,58000,94916,0
224,White,Male,65006,695,0.386,3.4,144000,94527,0
225,White,Male,100129,756,0.355,4.8,224000,90192,1
226,White,Female,35164,738,0.182,6.2,102000,90950,1
227,Asian,Female,64801,637,0.234,8.6,89000,94147,0
228,White,Female,58489,688,0.192,10.2,110000,90511,0
229,Hispanic,Male,68127,682,0.542,4.4,167000,94671,0
230,Black,Male,37643,597,0.326,9.6,76000,94645,0
231,Hispanic,Male,23252,657,0.179,3.6,62000,92957,0
232,White,Male,37141,698,0.165,0.1,109000,90389,0
233,White,Female,51184,725,0.434,3.5,118000,90636,0
234,White,Male,145958,759,0.239,1.3,378000,90016,1
235,White,Female,31165,643,0.534,4.5,66000,94596,0
236,Black,Female,50648,765,0.409,5.1,177000,94415,1
237,White,Female,34222,731,0.154,6.1,104000,90859,0
238,White,Male,52380,728,0.359,3.8,123000,90309,1
239,Black,Female,77577,730,0.458,7.8,198000,91767,1
240,White,Male,77542,727,0.343,0.8,219000,90095,0
241,Asian,Female,20774,756,0.311,14.8,74000,94437,0
242,Asian,Male,36508,703,0.23,9.9,100000,94477,0
243,Asian,Male,109373,744,0.335,13.3,192000,93730,1
244,White,Male,53376,732,0.416,0.2,159000,90603,0
245,White,Male,24604,762,0.33,1.3,64000,90151,1
246,Asian,Female,26766,770,0.195,0.5,65000,94441,1
247,White,Male,74764,743,0.466,12.3,155000,90814,1
248,Asian,Female,79452,752,0.191,8.6,231000,93256,0
249,Asian,Female,44222,740,0.349,0.6,150000,94092,0
250,Hispanic,Male,177502,803,0.391,3.1,604000,94653,1
251,White,Female,68321,774,0.431,4.3,123000,94946,1
252,White,Male,42357,682,0.302,6.9,132000,90547,0
253,Hispanic,Male,24639,729,0.368,1.6,62000,94655,0
254,White,Male,27311,702,0.262,1.8,68000,94891,0
255,White,Female,50956,732,0.373,4.3,130000,90811,1
256,White,Male,36560,760,0.345,4.0,78000,90480,1
257,Asian,Female,119433,787,0.282,0.8,436000,93339,0
258,Black,Male,88619,732,0.439,6.4,194000,91808,1
259,White,Female,60920,685,0.43,1.2,186000,90494,0
260,White,Male,24163,758,0.322,9.6,82000,90971,0
261,Black,Female,20878,681,0.269,6.4,32000,91310,0
262,Asian,Female,92937,740,0.43,25.8,156000,94690,1
263,White,Female,29721,742,0.445,1.0,57000,90622,0
264,White,Female,81696,847,0.538,18.2,221000,90935,1
265,Hispanic,Female,45423,617,0.405,6.6,97000,92219,0
266,Black,Male,37924,616,0.459,10.0,65000,94487,0
267,Black,Male,24115,783,0.391,0.0,85000,91432,1
268,Black,Male,34744,676,0.342,2.0,79000,91857,0
269,White,Male,54928,711,0.357,0.2,134000,94586,0
270,White,Male,91082,717,0.186,1.3,220000,90099,1
271,Hispanic,Male,23626,723,0.234,10.3,53000,92326,1
272,Hispanic,Male,34332,800,0.421,1.2,107000,92806,1
273,Hispanic,Female,35098,636,0.56,4.1,52000,92533,0
274,Asian,Male,76603,719,0.356,4.1,181000,94815,0
275,White,Female,24158,666,0.505,3.3,47000,90018,0
276,White,Male,22249,719,0.387,5.3,46000,90406,0
277,Hispanic,Female,51195,740,0.19,2.4,79000,92782,0
278,Black,Female,20000,727,0.264,0.0,59000,91993,0
279,Black,Male,79483,719,0.446,9.7,151000,94667,1
280,Hispanic,Male,36606,797,0.259,0.2,78000,94587,1
281,Hispanic,Male,20000,632,0.349,4.3,29000,92140,0
282,White,Male,36744,649,0.313,5.7,98000,90005,1
283,White,Female,52310,773,0.44,0.9,124000,94584,1
284,White,Female,30268,693,0.237,0.9,57000,90739,0
285,White,Male,49613,629,0.382,3.3,126000,90243,0
286,White,Male,76423,698,0.23,2.6,202000,94871,0
287,White,Male,43420,707,0.396,1.8,116000,90282,1
288,White,Male,27938,653,0.212,1.9,66000,94152,1
289,White,Female,34824,639,0.284,1.6,66000,90052,0
290,White,Male,114565,726,0.386,0.8,288000,90604,1
291,White,Female,114521,683,0.372,0.6,348000,90500,1
292,White,Male,20000,713,0.317,10.6,54000,90205,0
293,Hispanic,Male,77355,597,0.432,9.0,157000,92075,0
294,White,Female,48415,702,0.429,3.8,73000,94230,0
295,White,Male,85339,745,0.494,2.5,160000,94064,1
296,White,Female,29947,682,0.363,6.0,59000,94986,0
297,Hispanic,Female,20000,716,0.341,0.0,49000,94869,0
298,White,Male,69612,642,0.32,0.6,152000,90957,0
299,Black,Male,20904,611,0.334,0.0,41000,91318,0
300,White,Female,20000,664,0.45,5.9,45000,90351,0
301,White,Female,20000,716,0.331,8.6,38000,94515,0
302,White,Female,59756,715,0.471,4.5,185000,94542,0
303,White,Male,53298,808,0.389,1.1,160000,90459,1
304,Black,Female,49975,623,0.367,0.4,78000,91830,0
305,Black,Male,54927,597,0.384,8.4,91000,91043,0
306,Asian,Female,33986,789,0.471,3.8,103000,93323,0
307,White,Female,39942,621,0.299,3.2,104000,94466,0
308,White,Male,36067,724,0.462,5.7,103000,94358,0
309,Hispanic,Female,30116,618,0.398,2.3,67000,92117,0
310,White,Male,27436,582,0.289,0.0,38000,90425,0
311,White,Female,52668,681,0.353,16.1,116000,90336,1
312,White,Male,93439,769,0.527,8.1,267000,90880,1
313,White,Female,25527,623,0.147,16.2,36000,90396,0
314,Asian,Male,111029,773,0.308,13.1,225000,93073,1
315,Hispanic,Female,36575,709,0.514,0.9,64000,92367,0
316,Black,Female,36114,592,0.544,2.2,77000,91080,0
317,White,Male,20000,669,0.287,0.8,52000,94613,0
318,White,Male,20000,760,0.58,8.2,54000,90116,1
319,White,Female,45431,728,0.491,5.3,122000,94073,0
320,White,Male,78734,702,0.542,1.8,183000,90441,0
321,White,Female,27851,706,0.361,16.6,89000,90992,1
322,Black,Male,100144,659,0.432,7.9,181000,91736,1
323,Black,Female,48569,718,0.168,10.5,85000,91703,0
324,White,Male,28424,741,0.214,1.0,51000,90435,1
325,Asian,Male,52433,716,0.333,5.1,119000,93170,0
326,Black,Male,162506,741,0.484,36.6,333000,91011,1
327,White,Male,23259,633,0.212,2.2,57000,94879,0
328,Black,Male,50477,596,0.282,2.0,117000,94482,0
329,White,Male,40390,674,0.249,4.2,83000,94674,0
330,White,Female,63679,702,0.327,0.3,96000,94446,0
331,White,Female,89129,775,0.468,1.6,157000,90643,1
332,Hispanic,Female,27099,711,0.553,0.1,47000,94177,0
333,White,Male,95927,735,0.15,0.1,201000,90321,1
334,White,Female,157976,822,0.24,3.0,589000,90457,1
335,White,Male,51009,652,0.554,4.4,138000,94871,0
336,White,Female,66730,762,0.4,0.1,238000,90566,0
337,Hispanic,Male,28205,626,0.531,2.6,49000,94236,0
338,Black,Male,37192,718,0.488,8.2,115000,91285,0
339,White,Male,44090,694,0.437,0.9,111000,94270,0
340,White,Female,67214,609,0.264,19.5,130000,90462,1
341,White,Male,100992,765,0.31,3.6,187000,94768,1
342,White,Female,39014,733,0.384,3.1,126000,90518,1
343,White,Male,123028,719,0.322,5.2,400000,90142,1
344,White,Female,104350,712,0.351,3.4,329000,90837,1
345,White,Female,69257,702,0.147,6.4,199000,90131,1
346,Black,Male,26975,554,0.347,0.9,46000,94921,0
347,Black,Male,25469,550,0.263,11.5,23000,94800,0
348,White,Female,25592,749,0.176,10.4,67000,94088,1
349,White,Female,73642,671,0.306,6.3,134000,94589,1
350,Black,Male,20000,739,0.348,6.4,69000,94996,1
351,White,Female,62541,774,0.249,7.3,214000,90899,0
352,Hispanic,Female,20000,739,0.225,1.5,54000,94713,0
353,Black,Male,60261,637,0.517,0.5,79000,91165,0
354,White,Female,42100,613,0.397,2.1,77000,90316,0
355,White,Male,109117,679,0.461,14.8,242000,90597,1
356,Black,Male,72925,655,0.364,5.2,155000,91456,0
357,White,Female,98569,608,0.427,13.3,191000,90086,0
358,White,Male,117770,715,0.502,14.8,220000,94480,1
359,Asian,Male,56104,702,0.419,4.3,104000,94920,1
360,White,Female,20789,617,0.363,2.9,50000,94827,0
361,White,Female,22158,630,0.454,2.8,53000,90834,0
362,Black,Female,20000,635,0.458,1.1,41000,91020,0
363,White,Female,21748,700,0.329,14.7,33000,94610,0
364,White,Female,43424,650,0.236,0.9,106000,90118,0
365,Asian,Male,36790,715,0.273,0.9,64000,94493,0
366,White,Male,43998,702,0.129,2.7,88000,90611,1
367,Asian,Female,58800,716,0.589,9.4,180000,94934,0
368,Asian,Male,42888,672,0.249,10.5,66000,94551,0
369,White,Female,21255,615,0.418,8.8,42000,90059,0
370,White,Female,40357,778,0.423,4.7,117000,90276,0
371,White,Male,28592,717,0.534,10.1,56000,90592,0
372,White,Female,35419,740,0.19,1.1,76000,90447,1
373,White,Male,109717,730,0.288,6.3,224000,90301,1
374,Black,Male,31257,644,0.4,0.9,68000,91533,0
375,White,Female,120578,765,0.326,2.3,247000,90889,1
376,White,Male,115726,646,0.233,0.7,315000,90698,1
377,Hispanic,Male,28394,610,0.434,0.5,44000,94388,0
378,White,Male,25167,644,0.504,0.2,55000,90878,0
379,Hispanic,Female,33106,646,0.228,2.0,74000,94092,0
380,White,Female,83239,674,0.504,4.1,172000,94321,0
381,White,Female,31050,704,0.458,2.3,88000,94660,0
382,Black,Female,53887,670,0.392,8.1,83000,91275,0
383,Black,Male,75915,748,0.546,0.9,219000,94385,1
384,Hispanic,Female,21474,785,0.365,0.0,64000,94667,0
385,Black,Female,20830,583,0.557,0.2,39000,91966,0
386,Hispanic,Male,61644,693,0.262,9.0,187000,92488,0
387,White,Male,53696,708,0.312,5.8,113000,90890,1
388,White,Female,27607,685,0.375,4.4,67000,94208,0
389,Hispanic,Female,27659,611,0.224,2.0,53000,94824,0
390,Hispanic,Female,32751,622,0.348,6.1,59000,94830,0
391,Asian,Female,20000,703,0.309,1.1,33000,94852,0
392,White,Female,65964,661,0.315,1.4,184000,94676,0
393,White,Female,31265,695,0.348,0.7,52000,94574,1
394,Hispanic,Female,20000,649,0.248,0.5,41000,92477,0
395,White,Male,48323,705,0.265,1.8,137000,90564,0
396,Asian,Female,28038,648,0.51,12.7,47000,94732,0
397,Hispanic,Male,110729,722,0.459,0.0,204000,92858,1
398,White,Female,29325,642,0.342,3.3,66000,94217,0
399,Hispanic,Male,20805,669,0.519,5.5,45000,92282,0
400,Hispanic,Male,54519,748,0.354,13.4,93000,92887,0
401,White,Male,32982,702,0.372,17.8,97000,94186,1
402,Asian,Male,32244,714,0.336,0.4,63000,93443,0
403,White,Male,66549,749,0.418,1.3,169000,90458,1
404,Hispanic,Male,21531,592,0.349,34.7,42000,94576,0
405,White,Female,20000,767,0.548,1.9,59000,90617,1
406,Hispanic,Male,113226,663,0.391,0.0,157000,92238,0
407,White,Male,69403,754,0.54,16.4,206000,90602,1
408,White,Female,35559,727,0.334,2.8,87000,94977,0
409,Asian,Female,43659,660,0.408,1.9,85000,94957,0
410,White,Male,66404,759,0.409,1.0,143000,90485,1
411,White,Female,74718,738,0.29,3.4,189000,90843,1
412,Asian,Female,27797,790,0.557,2.4,51000,93845,0
413,Asian,Male,64117,727,0.32,15.3,167000,93896,1
414,White,Male,36169,685,0.298,1.3,68000,90433,0
415,Black,Female,27900,625,0.352,0.4,38000,94209,0
416,White,Female,45885,609,0.232,1.8,71000,90572,0
417,White,Female,41501,678,0.397,4.3,103000,94353,0
418,White,Male,76217,700,0.396,2.5,139000,90759,1
419,Black,Male,49245,676,0.326,1.8,97000,94588,1
420,Hispanic,Female,20000,590,0.311,2.1,37000,92928,0
421,Hispanic,Male,20000,649,0.542,9.8,32000,92675,0
422,Hispanic,Male,32199,697,0.415,4.3,75000,92885,0
423,White,Female,124823,776,0.386,5.4,400000,90813,1
424,White,Male,29408,593,0.329,2.7,37000,90510,0
425,White,Female,36774,726,0.352,0.4,99000,94544,0
426,White,Female,30202,675,0.422,11.3,66000,90758,0
427,White,Male,35156,681,0.21,0.7,95000,94238,0
428,Hispanic,Female,38024,553,0.402,0.0,56000,92457,0
429,White,Male,113603,811,0.444,4.2,296000,94413,1
430,White,Female,54778,710,0.281,0.9,141000,94996,0
431,White,Male,30269,610,0.322,5.3,49000,90029,0
432,Hispanic,Male,209711,791,0.602,5.4,648000,92784,1
433,Black,Female,32759,671,0.339,2.8,77000,91240,0
434,White,Male,34671,751,0.279,18.1,100000,90607,1
435,White,Female,97220,711,0.214,7.4,275000,94029,0
436,Black,Male,27746,651,0.422,6.1,53000,91556,1
437,White,Male,132952,715,0.435,6.9,360000,94731,1
438,Hispanic,Male,23841,693,0.548,0.0,57000,92539,0
439,Black,Male,86711,646,0.455,0.1,152000,91835,1
440,White,Male,55305,657,0.407,4.7,153000,94901,0
441,White,Female,90410,719,0.218,3.8,163000,90350,1
442,Asian,Female,136944,698,0.492,1.0,320000,94597,0
443,White,Female,21118,762,0.368,9.9,58000,90188,0
444,White,Female,89585,818,0.286,4.4,221000,90499,1
445,Hispanic,Male,20000,638,0.362,1.2,42000,92210,0
446,Asian,Female,23340,623,0.287,2.7,51000,93440,0
447,Asian,Male,31784,715,0.544,7.0,86000,93274,0
448,Hispanic,Female,46222,652,0.373,0.0,88000,92955,0
449,White,Male,50001,757,0.447,1.4,100000,90354,0
450,White,Female,37691,652,0.286,12.5,51000,90271,0
451,Hispanic,Female,37300,698,0.394,0.0,101000,94810,0
452,White,Female,59412,710,0.379,5.5,151000,90968,0
453,White,Female,62219,672,0.315,1.6,116000,90329,0
454,Asian,Female,84353,741,0.255,4.9,282000,93907,1
455,White,Female,124181,786,0.467,5.4,383000,90549,1
456,White,Male,48396,702,0.353,6.0,111000,90255,1
457,White,Male,35858,695,0.183,1.0,91000,90896,1
458,White,Male,70835,667,0.261,6.2,170000,90678,0
459,White,Male,24672,741,0.348,7.8,82000,90998,1
460,White,Female,27729,738,0.214,1.0,78000,94169,0
461,White,Male,89288,701,0.177,10.0,178000,90269,1
462,Black,Female,29007,645,0.319,0.0,48000,91073,0
463,Black,Female,20000,717,0.221,0.0,53000,91182,0
464,White,Female,20000,624,0.465,2.2,51000,90613,0
465,Asian,Male,52998,741,0.494,2.1,144000,94974,0
466,White,Male,97259,698,0.409,8.7,255000,90647,1
467,White,Male,96483,815,0.235,2.1,288000,94773,1
468,Hispanic,Male,42962,678,0.295,7.2,73000,94882,0
469,White,Female,139083,814,0.217,0.4,366000,94559,1
470,Asian,Female,41084,665,0.335,2.1,83000,94614,0
471,White,Female,38343,629,0.279,13.1,60000,90235,0
472,Asian,Female,20000,679,0.329,2.4,49000,94719,0
473,White,Female,31858,701,0.368,3.3,93000,90917,1
474,Hispanic,Male,67020,663,0.561,8.3,122000,94490,0
475,White,Female,106495,770,0.159,0.4,321000,90277,1
476,Asian,Male,31277,687,0.295,6.3,52000,93397,0
477,White,Male,64689,603,0.146,0.4,105000,90725,0
478,White,Male,91869,751,0.174,5.2,242000,90320,1
479,Asian,Male,51819,665,0.275,5.4,93000,93730,0
