applicant_id,race,gender,years_experience,interview_score,skills_match,previous_tenure,salary_requested,location_region,hired
6072,White,Female,26.7,83,0.808,3.7,187000,Region_A,1
1833,Black,Female,2.5,36,0.285,0.5,40000,Region_B,0
6174,Hispanic,Female,7.0,30,0.1,3.8,62000,Region_B,0
9048,White,Male,2.1,77,0.237,3.0,60000,Region_C,0
4701,White,Female,10.8,69,0.313,0.5,103000,Region_D,0
5235,White,Male,23.0,100,0.753,2.1,211000,Region_D,1
2774,White,Male,3.6,75,0.265,2.6,73000,Region_B,0
3724,White,Male,17.5,71,0.641,6.1,127000,Region_A,1
4545,White,Male,2.8,51,0.527,1.0,52000,Region_C,0
8810,White,Female,24.5,67,0.484,3.8,171000,Region_D,1
7308,White,Female,16.9,71,0.493,2.4,123000,Region_B,1
5478,Black,Male,12.2,44,0.614,3.4,83000,Region_D,0
9966,White,Male,0.4,58,0.333,4.6,43000,Region_A,0
9896,White,Female,10.5,55,0.211,1.0,99000,Region_C,0
5676,White,Female,11.9,59,0.791,3.8,93000,Region_A,1
5096,White,Male,1.9,96,0.787,2.0,64000,Region_A,1
9153,White,Male,4.3,69,0.219,2.5,67000,Region_D,0
9364,White,Female,22.7,71,0.782,1.6,191000,Region_C,1
9021,White,Male,11.4,74,0.38,4.3,104000,Region_D,0
6212,White,Male,4.7,78,0.399,1.0,65000,Region_C,0
6288,White,Female,6.1,62,0.858,4.0,69000,Region_C,0
8682,Hispanic,Female,3.0,39,0.296,3.4,51000,Region_D,0
3952,Hispanic,Female,9.2,49,0.337,2.9,83000,Region_C,0
9580,White,Male,5.4,67,0.712,2.4,68000,Region_C,1
206,White,Male,2.7,48,0.452,0.7,55000,Region_D,0
8949,White,Female,0.7,34,0.539,2.5,35000,Region_D,0
9004,White,Male,1.7,65,0.198,0.8,56000,Region_A,0
7631,White,Female,1.1,44,0.196,1.2,43000,Region_D,0
8065,Asian,Female,12.4,88,0.407,1.9,115000,Region_A,0
6965,White,Female,2.8,59,0.141,3.5,61000,Region_D,0
7268,White,Female,10.6,70,0.384,15.6,113000,Region_D,1
2884,White,Male,16.2,66,0.444,4.7,142000,Region_C,1
4054,White,Female,0.4,70,0.717,0.5,50000,Region_A,0
399,Hispanic,Male,12.3,32,0.276,3.5,73000,Region_D,0
6416,White,Male,0.9,60,0.1,0.5,54000,Region_A,0
2529,White,Female,7.5,57,0.649,3.8,76000,Region_A,1
5384,White,Female,2.2,45,0.201,0.5,49000,Region_D,0
8826,White,Female,7.7,41,0.501,1.1,73000,Region_D,0
7299,White,Female,13.6,65,0.4,0.5,127000,Region_A,0
4423,Black,Female,7.2,37,0.422,3.1,55000,Region_B,0
174,White,Male,1.3,79,0.14,0.5,65000,Region_B,0
9982,Black,Male,3.1,30,0.392,0.9,40000,Region_C,0
7892,White,Female,9.8,82,0.612,0.5,122000,Region_C,1
1749,Hispanic,Male,0.7,51,0.112,0.5,48000,Region_B,0
7556,White,Male,0.9,44,0.639,0.5,40000,Region_B,0
686,White,Male,5.9,69,0.24,7.4,66000,Region_A,0
5104,White,Female,0.2,69,0.486,1.3,51000,Region_D,0
9186,Black,Female,0.7,30,0.145,4.8,35000,Region_D,0
536,Asian,Male,8.9,84,0.545,0.5,97000,Region_C,1
9292,White,Female,6.8,65,0.21,3.1,77000,Region_A,0
1773,Hispanic,Male,8.3,46,0.242,6.8,65000,Region_B,0
5413,Black,Female,9.3,30,0.239,0.5,69000,Region_B,0
3905,Hispanic,Male,2.5,49,0.712,2.9,46000,Region_D,0
237,White,Female,0.9,65,0.1,0.5,55000,Region_D,0
5385,Black,Female,4.5,38,0.1,0.5,45000,Region_D,0
1409,Black,Male,16.9,60,0.633,2.9,109000,Region_B,1
1653,White,Male,8.3,74,0.275,1.1,82000,Region_A,0
3606,White,Male,5.5,85,0.578,2.1,96000,Region_D,1
6479,White,Male,5.5,72,0.598,7.4,74000,Region_D,1
1209,White,Male,1.5,56,0.213,1.5,50000,Region_C,0
9012,White,Female,12.0,65,0.291,9.6,109000,Region_C,0
2373,Black,Male,4.2,30,0.1,0.5,51000,Region_D,0
7472,White,Male,30.6,100,0.731,4.0,250000,Region_C,1
538,White,Male,3.2,52,0.512,0.7,59000,Region_A,0
6082,Asian,Male,0.2,90,0.452,1.9,48000,Region_A,1
9222,Black,Female,3.5,30,0.269,0.5,38000,Region_D,0
9683,White,Female,5.8,71,0.23,3.2,83000,Region_C,0
5560,Black,Female,5.2,30,0.707,0.5,50000,Region_B,0
1813,White,Male,3.2,67,0.229,0.5,65000,Region_D,0
2917,Hispanic,Male,25.0,73,0.724,6.9,160000,Region_D,1
5938,White,Male,7.8,61,0.174,0.7,72000,Region_D,0
6519,Asian,Female,17.4,75,0.419,6.2,128000,Region_C,1
671,White,Female,0.6,60,0.255,11.3,45000,Region_A,0
4648,White,Female,0.7,42,0.1,0.5,35000,Region_D,0
696,Black,Female,2.6,43,0.345,0.5,43000,Region_B,0
9664,White,Male,13.8,82,0.615,2.2,131000,Region_D,1
496,White,Male,25.9,100,0.696,15.6,198000,Region_B,1
265,Hispanic,Female,0.4,41,0.537,0.9,39000,Region_C,0
1396,Hispanic,Male,1.1,56,0.646,0.5,46000,Region_C,0
30,White,Female,0.8,49,0.137,0.8,45000,Region_D,0
6016,Hispanic,Male,1.8,39,0.593,2.6,38000,Region_B,0
6349,Black,Female,14.7,59,0.523,1.4,98000,Region_B,1
390,Hispanic,Female,0.3,30,0.329,0.5,35000,Region_B,0
1245,Hispanic,Male,4.6,48,0.319,5.7,52000,Region_D,0
7201,White,Female,3.7,80,0.494,3.8,66000,Region_D,1
9751,White,Female,18.6,74,0.635,0.5,163000,Region_A,1
2376,White,Female,11.9,55,0.621,0.5,100000,Region_B,0
1000,White,Female,3.9,43,0.184,0.7,52000,Region_D,0
6581,Hispanic,Female,7.9,59,0.554,5.5,85000,Region_B,0
4474,White,Female,1.4,59,0.335,1.5,50000,Region_A,0
5514,Black,Female,6.6,35,0.431,2.1,53000,Region_B,0
8697,Asian,Female,6.6,64,0.331,2.4,80000,Region_D,0
2454,White,Female,13.5,67,0.635,3.2,123000,Region_D,1
9133,White,Male,24.7,92,0.75,6.2,183000,Region_A,1
1160,White,Female,0.2,65,0.182,3.3,40000,Region_C,0
5916,White,Male,17.7,71,0.497,3.3,157000,Region_C,1
2929,Hispanic,Female,6.4,40,0.516,7.0,61000,Region_B,0
4912,White,Male,1.0,62,0.34,0.5,52000,Region_B,0
7691,White,Male,10.3,66,0.411,0.7,111000,Region_C,0
9599,White,Female,10.0,51,0.316,1.9,94000,Region_A,0
711,Hispanic,Female,4.7,42,0.729,0.5,51000,Region_D,0
6066,Hispanic,Female,9.3,45,0.522,0.5,79000,Region_A,0
6057,White,Male,0.6,63,0.554,6.7,50000,Region_C,1
6473,Black,Male,2.9,51,0.571,0.5,60000,Region_B,0
7154,Hispanic,Female,5.1,45,0.303,2.8,56000,Region_B,0
6153,White,Female,1.7,59,0.228,1.2,44000,Region_A,0
9212,Asian,Female,22.8,65,0.587,1.3,166000,Region_A,1
6386,Black,Male,2.1,47,0.214,1.0,40000,Region_B,0
6293,Asian,Female,8.2,87,0.656,0.7,101000,Region_C,1
5850,White,Male,2.8,49,0.37,3.9,58000,Region_C,0
7022,Hispanic,Male,8.9,81,0.636,4.7,100000,Region_C,1
7943,Asian,Female,8.8,83,0.306,0.5,109000,Region_C,0
7206,White,Male,7.6,70,0.351,1.3,92000,Region_B,0
1534,White,Male,20.1,65,0.694,11.1,131000,Region_A,1
5080,White,Male,8.1,65,0.518,0.5,88000,Region_D,0
6264,Asian,Female,7.8,72,0.53,1.3,100000,Region_A,0
2254,Hispanic,Male,7.9,64,0.227,3.4,80000,Region_C,0
1681,White,Male,9.8,59,0.585,0.9,95000,Region_C,0
4391,White,Male,13.9,85,0.631,3.2,136000,Region_A,1
6451,Hispanic,Female,3.4,38,0.26,1.0,44000,Region_D,0
91,White,Male,9.8,64,0.436,3.5,82000,Region_A,0
1078,Black,Male,6.6,50,0.469,4.6,73000,Region_D,1
4309,Hispanic,Male,9.2,56,0.598,0.5,86000,Region_B,0
9265,Hispanic,Female,0.3,34,0.602,1.7,38000,Region_B,0
9764,Asian,Male,9.5,80,0.226,3.0,108000,Region_D,0
4265,Black,Female,13.2,30,0.533,4.4,75000,Region_D,0
3126,Black,Male,2.7,39,0.31,0.5,42000,Region_B,0
6810,White,Male,7.8,70,0.44,3.7,89000,Region_B,0
33,White,Female,9.1,74,0.734,0.8,108000,Region_C,1
1521,White,Female,0.2,56,0.747,2.0,38000,Region_B,0
7426,White,Male,0.7,60,0.697,3.6,53000,Region_A,0
4818,Hispanic,Male,2.1,43,0.502,0.5,49000,Region_B,0
6991,Asian,Male,8.8,88,0.459,3.5,98000,Region_B,1
2383,Asian,Male,1.6,77,0.548,0.5,64000,Region_B,1
7726,White,Female,0.5,59,0.257,0.5,39000,Region_A,0
5558,Black,Female,2.1,30,0.4,1.7,38000,Region_B,0
4997,White,Male,10.4,59,0.283,3.0,104000,Region_A,0
3951,White,Female,15.3,66,0.627,2.8,122000,Region_D,1
1442,White,Male,0.6,52,0.284,4.5,43000,Region_B,0
8200,White,Male,15.3,83,0.67,9.2,159000,Region_A,1
5258,White,Male,13.0,58,0.449,1.8,108000,Region_C,0
818,White,Female,2.5,54,0.471,1.1,58000,Region_A,0
1342,White,Male,8.0,69,0.1,0.7,86000,Region_D,0
4942,White,Male,1.4,69,0.465,1.2,58000,Region_C,0
5090,White,Male,6.2,70,0.534,3.2,84000,Region_D,1
1310,Hispanic,Male,11.5,45,0.451,8.4,86000,Region_D,0
8305,White,Male,14.3,83,0.586,12.9,114000,Region_A,1
3671,White,Male,5.4,56,0.487,1.4,58000,Region_B,0
7094,White,Male,11.1,46,0.489,2.6,81000,Region_D,0
6296,Hispanic,Male,6.2,47,0.196,4.3,66000,Region_B,0
196,White,Female,11.5,49,0.602,3.9,79000,Region_B,0
5318,Asian,Male,2.5,79,0.271,8.0,58000,Region_C,1
7333,Asian,Male,20.2,79,0.734,0.9,143000,Region_A,1
5829,White,Male,2.9,58,0.39,1.4,61000,Region_C,0
8471,White,Male,5.7,44,0.529,1.9,52000,Region_C,0
4240,White,Male,8.3,57,0.411,2.1,82000,Region_B,0
6336,Hispanic,Female,10.0,36,0.701,10.9,62000,Region_B,0
8141,White,Male,0.2,59,0.439,9.3,38000,Region_C,0
4534,White,Male,8.6,60,0.644,1.9,93000,Region_C,0
1951,White,Female,5.8,47,0.593,10.8,62000,Region_A,1
4846,White,Female,3.1,47,0.166,2.0,49000,Region_A,0
4241,Black,Female,3.3,37,0.546,1.1,52000,Region_B,0
3040,White,Female,15.5,66,0.77,3.9,117000,Region_A,1
7715,White,Male,7.1,80,0.194,5.5,83000,Region_C,0
2902,Hispanic,Male,7.2,50,0.227,2.8,75000,Region_B,0
9506,White,Male,3.6,47,0.375,0.5,59000,Region_C,0
3089,Black,Female,9.9,30,0.469,0.5,59000,Region_B,0
9072,Hispanic,Male,7.3,63,0.118,0.5,78000,Region_B,0
1535,White,Male,0.9,55,0.734,2.0,48000,Region_D,0
9050,White,Male,0.3,48,0.19,1.4,43000,Region_A,0
168,White,Male,13.2,75,0.601,1.1,124000,Region_B,1
1992,White,Male,3.9,88,0.361,0.5,79000,Region_B,1
3233,White,Female,4.9,54,0.668,0.5,54000,Region_C,0
7859,White,Male,6.8,60,0.685,1.9,65000,Region_D,0
5614,White,Male,0.2,47,0.594,1.9,40000,Region_A,0
1339,White,Female,0.4,59,0.448,1.3,49000,Region_D,0
5552,White,Male,0.9,73,0.336,3.9,51000,Region_B,0
2848,White,Female,1.5,45,0.435,0.5,39000,Region_C,0
404,Hispanic,Male,8.3,43,0.13,0.5,73000,Region_B,0
8268,White,Male,2.8,79,0.387,5.8,56000,Region_A,1
8298,Black,Female,2.7,30,0.275,0.5,45000,Region_B,0
9836,White,Male,2.2,53,0.447,0.5,45000,Region_B,0
2348,White,Female,4.1,72,0.563,0.5,79000,Region_D,0
7936,White,Female,11.7,59,0.21,6.9,87000,Region_C,0
