applicant_id,race,gender,years_experience,interview_score,skills_match,previous_tenure,salary_requested,location_region,hired
157,Black,Male,3.8,31,0.47,0.5,48000,Region_C,0
158,Hispanic,Male,6.4,61,0.406,0.5,70000,Region_B,0
159,White,Female,2.0,69,0.1,0.5,53000,Region_A,0
160,Black,Female,2.0,30,0.232,0.5,40000,Region_D,0
161,White,Female,6.7,50,0.522,20.0,60000,Region_D,1
162,Black,Female,16.0,40,0.38,2.9,95000,Region_B,0
163,Black,Male,7.0,31,0.1,0.8,56000,Region_B,0
164,White,Male,12.2,66,0.66,1.2,110000,Region_D,1
165,White,Female,3.2,59,0.333,0.9,53000,Region_A,0
166,Hispanic,Male,2.1,65,0.1,3.7,63000,Region_B,0
167,White,Male,4.8,43,0.177,1.8,63000,Region_D,0
168,White,Male,13.2,75,0.601,1.1,124000,Region_B,1
169,White,Male,4.9,73,0.205,4.1,78000,Region_D,1
170,Black,Male,11.7,56,0.374,3.6,90000,Region_A,0
171,Black,Male,28.0,70,0.693,2.8,179000,Region_D,1
172,White,Male,0.6,83,0.199,2.4,52000,Region_C,0
173,White,Male,0.4,62,0.371,2.7,45000,Region_B,0
174,White,Male,1.3,79,0.14,0.5,65000,Region_B,0
175,Black,Male,3.0,30,0.2,4.6,40000,Region_D,0
176,White,Male,1.1,63,0.478,0.7,46000,Region_C,0
177,Black,Female,11.2,30,0.388,12.8,67000,Region_B,0
178,White,Male,0.2,72,0.279,4.8,45000,Region_C,0
179,Asian,Female,2.7,59,0.519,0.5,59000,Region_A,0
180,White,Female,1.4,55,0.571,2.1,46000,Region_B,0
181,White,Female,18.9,67,0.658,14.0,141000,Region_C,1
182,White,Male,8.9,79,0.215,2.5,107000,Region_B,0
183,Asian,Male,19.8,97,0.553,4.1,192000,Region_A,1
184,Hispanic,Male,24.1,59,0.674,12.0,152000,Region_A,1
185,White,Female,4.8,44,0.424,2.2,48000,Region_A,0
186,Black,Male,1.7,35,0.1,0.5,44000,Region_C,0
187,Hispanic,Female,1.3,41,0.278,0.8,36000,Region_A,0
188,White,Female,1.8,74,0.472,1.0,64000,Region_D,0
189,White,Male,9.9,76,0.387,0.6,111000,Region_B,0
190,White,Male,0.3,74,0.1,0.5,55000,Region_D,0
191,White,Female,0.4,30,0.33,0.5,37000,Region_A,0
192,Hispanic,Male,6.3,75,0.515,0.5,72000,Region_B,0
193,Asian,Male,8.4,86,0.701,0.9,101000,Region_A,1
194,Black,Female,6.0,30,0.192,3.7,46000,Region_B,0
195,White,Male,3.7,64,0.676,1.1,60000,Region_C,0
196,White,Female,11.5,49,0.602,3.9,79000,Region_B,0
197,Black,Female,4.2,30,0.346,13.6,47000,Region_B,0
198,Hispanic,Female,0.7,55,0.1,0.8,46000,Region_C,0
199,Hispanic,Male,10.7,44,0.288,2.6,82000,Region_A,0
200,Hispanic,Male,20.6,55,0.68,3.3,124000,Region_B,1
201,Black,Male,0.4,30,0.369,0.7,35000,Region_A,0
202,White,Male,4.0,52,0.41,0.5,54000,Region_A,0
203,White,Male,5.3,68,0.357,9.9,66000,Region_A,1
204,Hispanic,Male,1.1,58,0.151,0.6,47000,Region_B,0
205,Black,Male,12.6,41,0.687,8.9,91000,Region_B,1
206,White,Male,2.7,48,0.452,0.7,55000,Region_D,0
207,White,Female,10.8,65,0.288,0.5,85000,Region_A,0
208,Black,Male,6.9,41,0.677,1.4,55000,Region_D,0
209,White,Male,7.3,82,0.336,5.4,97000,Region_A,1
210,White,Female,1.5,46,0.121,2.4,43000,Region_D,0
211,White,Female,1.8,48,0.515,3.0,44000,Region_A,0
212,Black,Male,0.3,32,0.274,1.2,36000,Region_B,0
213,Black,Male,1.7,36,0.1,2.6,40000,Region_A,0
214,White,Female,3.0,48,0.1,1.0,53000,Region_B,0
215,Black,Female,9.8,30,0.406,0.5,63000,Region_B,0
216,White,Female,3.2,31,0.364,3.6,41000,Region_B,0
217,White,Female,9.9,54,0.449,5.1,97000,Region_D,0
218,Hispanic,Male,3.9,56,0.34,0.5,63000,Region_C,0
219,Black,Male,9.6,55,0.808,0.5,81000,Region_B,1
220,Hispanic,Male,25.1,67,0.59,4.6,199000,Region_D,1
221,Black,Female,1.5,39,0.104,0.5,35000,Region_B,0
222,White,Female,14.0,65,0.442,0.7,113000,Region_C,0
223,White,Female,6.8,41,0.678,0.6,72000,Region_C,0
224,White,Male,13.6,57,0.416,2.5,118000,Region_C,0
225,White,Male,8.4,86,0.425,0.7,101000,Region_D,1
226,White,Male,4.4,62,0.463,0.5,69000,Region_A,0
227,Asian,Female,1.9,45,0.734,0.5,43000,Region_A,0
228,White,Female,0.5,30,0.664,3.0,35000,Region_A,0
229,Hispanic,Male,5.2,45,0.1,0.5,61000,Region_B,0
230,Black,Male,28.9,72,0.787,3.6,193000,Region_B,1
231,Hispanic,Male,9.0,45,0.179,0.5,81000,Region_C,0
232,White,Male,3.2,52,0.273,0.5,52000,Region_D,0
233,White,Female,12.4,57,0.322,1.5,91000,Region_C,0
234,White,Male,11.7,90,0.613,1.0,116000,Region_A,1
235,White,Female,2.3,35,0.259,1.3,47000,Region_D,0
236,Black,Female,0.1,30,0.424,1.5,35000,Region_D,0
237,White,Female,0.9,65,0.1,0.5,55000,Region_D,0
238,White,Male,16.8,87,0.469,0.8,173000,Region_B,1
239,Black,Female,9.9,35,0.632,0.5,60000,Region_D,0
240,White,Male,2.8,57,0.158,8.0,50000,Region_C,0
241,Asian,Male,2.7,73,0.27,2.0,60000,Region_D,0
242,Asian,Male,12.8,78,0.585,5.9,111000,Region_A,1
243,Asian,Male,22.7,85,0.71,1.4,161000,Region_D,1
244,White,Male,12.1,62,0.727,7.6,116000,Region_A,1
245,White,Male,7.4,79,0.1,2.8,103000,Region_C,0
246,Asian,Female,2.0,59,0.547,1.2,47000,Region_A,0
247,White,Male,6.0,72,0.57,2.5,79000,Region_B,1
248,Asian,Female,1.9,61,0.419,0.5,60000,Region_A,0
249,Asian,Female,11.9,76,0.102,1.3,117000,Region_A,0
250,Hispanic,Male,3.3,44,0.27,0.5,51000,Region_B,0
251,White,Female,12.6,58,0.631,3.5,99000,Region_C,1
252,White,Male,3.8,56,0.31,0.6,52000,Region_C,0
253,Hispanic,Male,11.7,40,0.424,15.7,72000,Region_B,0
254,White,Male,3.2,52,0.352,4.2,60000,Region_C,0
255,White,Female,4.1,50,0.316,2.1,53000,Region_A,0
256,White,Male,7.6,51,0.387,10.4,68000,Region_B,0
257,Asian,Female,0.5,41,0.406,1.5,35000,Region_A,0
258,Black,Male,18.5,67,0.393,11.7,135000,Region_B,1
259,White,Female,6.0,59,0.63,3.7,74000,Region_C,0
260,White,Male,5.7,63,0.349,0.6,73000,Region_D,0
261,Black,Female,10.0,60,0.618,0.9,78000,Region_C,1
262,Asian,Female,14.4,54,0.475,1.1,105000,Region_C,0
263,White,Female,5.2,67,0.469,3.3,70000,Region_B,0
264,White,Female,18.5,69,0.539,6.0,132000,Region_C,1
265,Hispanic,Female,0.4,41,0.537,0.9,39000,Region_C,0
266,Hispanic,Male,0.8,46,0.1,0.5,46000,Region_B,0
267,Black,Male,5.7,30,0.452,0.5,55000,Region_D,0
268,Black,Male,2.7,38,0.449,9.1,41000,Region_B,1
269,White,Male,5.0,71,0.472,0.5,77000,Region_A,0
270,White,Male,3.2,39,0.722,0.5,42000,Region_A,0
271,Hispanic,Male,3.5,71,0.185,1.4,67000,Region_B,0
272,Hispanic,Male,11.6,60,0.521,3.5,112000,Region_B,0
273,Hispanic,Female,5.3,46,0.1,7.9,68000,Region_B,0
274,Asian,Male,35.0,96,0.701,4.0,250000,Region_B,1
275,White,Female,10.9,70,0.851,1.0,100000,Region_A,1
276,White,Male,2.6,77,0.511,4.6,68000,Region_C,1
277,Hispanic,Female,1.8,36,0.1,1.2,37000,Region_B,0
278,Black,Female,2.2,30,0.497,0.5,44000,Region_B,0
279,Black,Male,11.6,36,0.711,2.1,76000,Region_B,0
280,Hispanic,Male,0.2,41,0.112,0.5,37000,Region_A,0
281,Hispanic,Male,1.8,39,0.1,0.5,41000,Region_B,0
282,White,Male,18.8,90,0.821,0.6,164000,Region_D,1
283,White,Female,7.2,47,0.277,0.5,66000,Region_C,0
284,White,Female,1.8,58,0.298,3.8,50000,Region_B,0
285,White,Male,2.0,54,0.421,1.5,55000,Region_D,0
286,White,Male,15.9,77,0.736,5.1,152000,Region_C,1
287,White,Male,17.9,89,0.708,13.3,154000,Region_B,1
288,White,Male,2.4,56,0.179,3.6,47000,Region_A,0
289,White,Female,3.8,62,0.74,0.5,61000,Region_A,0
290,Black,Male,11.2,53,0.73,1.6,77000,Region_D,1
291,White,Male,11.8,72,0.412,2.3,118000,Region_D,1
292,White,Male,13.5,91,0.803,4.3,117000,Region_D,1
293,Hispanic,Male,4.9,50,0.141,7.3,55000,Region_D,0
294,White,Female,17.1,82,0.902,1.3,134000,Region_A,1
295,White,Male,3.2,87,0.546,4.7,81000,Region_B,1
296,White,Female,1.2,48,0.373,0.5,50000,Region_B,0
297,Hispanic,Female,7.3,48,0.218,5.7,62000,Region_B,0
298,White,Male,6.2,61,0.174,3.2,75000,Region_C,0
299,Black,Male,12.0,35,0.779,0.5,86000,Region_B,0
300,White,Female,0.6,48,0.596,2.0,39000,Region_A,0
301,White,Female,13.1,48,0.439,9.4,87000,Region_A,0
302,White,Female,2.4,41,0.325,1.3,42000,Region_D,0
303,White,Male,8.5,78,0.609,0.5,92000,Region_D,1
304,Black,Female,0.2,30,0.254,8.7,35000,Region_B,0
305,Black,Male,5.9,49,0.64,1.4,56000,Region_B,0
306,Asian,Female,9.1,71,0.473,2.3,107000,Region_B,0
307,White,Female,3.2,75,0.127,8.1,74000,Region_C,0
308,White,Male,1.9,70,0.238,1.9,63000,Region_B,0
309,Hispanic,Female,4.6,50,0.225,1.7,64000,Region_A,0
310,White,Male,14.3,83,0.597,4.5,144000,Region_A,1
311,White,Female,2.8,56,0.593,3.2,58000,Region_C,0
312,White,Male,2.3,78,0.411,3.6,69000,Region_D,0
313,White,Female,2.3,60,0.185,0.5,47000,Region_D,0
314,Asian,Male,24.3,100,0.614,13.0,234000,Region_A,1
315,Hispanic,Female,2.6,37,0.525,1.4,49000,Region_B,0
316,Black,Male,0.0,40,0.1,1.1,37000,Region_B,0
317,White,Male,12.2,67,0.555,6.1,119000,Region_D,1
318,White,Male,9.6,64,0.661,1.1,87000,Region_C,1
319,White,Female,1.0,68,0.151,2.3,49000,Region_C,0
320,White,Male,33.5,100,0.982,2.2,250000,Region_B,1
321,White,Female,6.6,46,0.317,3.9,58000,Region_C,0
322,Black,Male,4.3,30,0.192,1.1,42000,Region_C,0
323,Black,Female,2.6,38,0.349,0.5,51000,Region_B,0
324,White,Male,18.3,89,0.588,9.8,179000,Region_A,1
325,Asian,Male,2.3,80,0.346,3.2,56000,Region_A,0
326,Black,Male,2.1,47,0.444,0.5,42000,Region_B,0
327,White,Male,1.0,60,0.231,0.5,46000,Region_A,0
328,Black,Male,8.9,48,0.343,0.9,88000,Region_B,0
329,White,Male,7.2,73,0.266,4.3,99000,Region_A,0
330,White,Female,6.6,47,0.293,0.9,65000,Region_B,0
331,White,Female,1.7,55,0.461,10.3,48000,Region_C,0
332,Hispanic,Female,6.2,53,0.416,6.8,70000,Region_B,0
333,White,Male,11.6,71,0.502,6.6,114000,Region_A,1
334,White,Female,3.1,55,0.426,0.5,51000,Region_A,0
335,White,Male,12.9,79,0.775,11.5,111000,Region_A,1
336,White,Female,3.0,49,0.715,2.1,57000,Region_A,0
337,Hispanic,Male,9.5,62,0.542,2.2,86000,Region_D,0
338,Black,Male,0.2,30,0.44,0.5,35000,Region_B,0
339,White,Male,6.4,85,0.31,2.6,100000,Region_A,0
340,White,Female,24.6,85,0.583,3.6,211000,Region_A,1
341,White,Male,31.8,87,0.482,4.4,250000,Region_B,1
342,White,Female,2.3,72,0.335,0.5,63000,Region_C,0
343,White,Male,4.7,69,0.134,2.0,69000,Region_D,0
344,White,Female,0.5,41,0.421,0.5,42000,Region_C,0
345,White,Female,14.5,79,0.554,0.5,126000,Region_B,1
346,Black,Male,5.2,45,0.391,0.5,55000,Region_B,0
347,Black,Male,3.0,30,0.271,2.8,42000,Region_D,0
348,White,Female,0.8,44,0.398,1.9,40000,Region_D,0
349,White,Male,23.5,92,0.908,10.5,172000,Region_D,1
350,Black,Male,4.7,30,0.335,1.0,45000,Region_A,0
351,White,Female,2.3,53,0.1,1.0,49000,Region_A,0
352,Hispanic,Female,2.5,36,0.747,2.0,47000,Region_A,0
353,Black,Male,2.0,30,0.657,0.8,37000,Region_B,0
354,White,Female,6.5,60,0.724,1.3,84000,Region_D,1
355,White,Male,21.3,86,0.55,2.8,192000,Region_A,1
356,Black,Male,12.1,33,0.713,0.5,84000,Region_D,0
357,White,Female,4.3,65,0.285,0.6,74000,Region_A,0
358,Black,Male,10.9,56,0.491,2.4,83000,Region_D,0
359,Asian,Male,4.5,71,0.246,2.4,77000,Region_A,0
360,White,Female,2.0,49,0.516,2.0,43000,Region_D,0
361,White,Female,28.9,91,0.67,1.2,235000,Region_C,1
362,Black,Female,2.0,30,0.201,0.5,36000,Region_B,0
363,White,Female,2.8,30,0.251,5.9,41000,Region_C,0
364,White,Female,32.2,92,0.749,11.2,232000,Region_A,1
365,Asian,Male,1.2,61,0.175,1.7,56000,Region_B,0
366,White,Male,11.4,70,0.481,7.6,112000,Region_D,1
367,Asian,Female,19.7,98,0.644,4.8,170000,Region_C,1
368,Asian,Male,5.9,75,0.825,1.4,74000,Region_B,1
369,White,Female,0.0,49,0.136,3.0,35000,Region_C,0
370,White,Female,3.3,59,0.744,0.9,63000,Region_A,0
371,White,Male,0.9,68,0.192,4.1,50000,Region_D,0
372,White,Female,3.8,43,0.313,1.0,58000,Region_B,0
373,White,Male,12.5,75,0.199,5.4,99000,Region_D,0
374,Black,Male,3.6,38,0.351,0.5,48000,Region_B,0
375,White,Female,4.0,57,0.467,6.1,60000,Region_B,0
376,White,Male,6.5,72,0.49,0.6,94000,Region_A,1
377,Hispanic,Male,5.9,81,0.22,2.2,90000,Region_A,0
378,White,Male,15.5,65,0.516,2.0,124000,Region_B,1
379,Hispanic,Female,2.2,46,0.409,0.5,48000,Region_D,0
380,White,Female,12.1,78,0.686,1.4,124000,Region_A,0
381,White,Female,5.9,62,0.275,0.6,82000,Region_A,0
382,Black,Female,2.0,30,0.446,1.1,35000,Region_D,0
383,Black,Male,2.2,56,0.185,0.5,45000,Region_B,0
384,Hispanic,Female,2.6,30,0.244,0.5,37000,Region_D,0
385,Black,Female,5.4,30,0.357,7.6,50000,Region_B,0
386,Hispanic,Male,1.8,59,0.524,4.0,49000,Region_B,0
387,White,Male,20.2,80,0.645,0.5,143000,Region_D,1
388,White,Female,6.0,75,0.389,0.9,84000,Region_D,0
389,Hispanic,Female,14.9,30,0.339,3.3,92000,Region_D,0
390,Hispanic,Female,0.3,30,0.329,0.5,35000,Region_B,0
391,Asian,Female,3.0,54,0.227,0.8,55000,Region_B,0
392,White,Male,0.2,67,0.224,1.8,54000,Region_A,0
393,White,Female,2.2,49,0.131,0.5,42000,Region_A,0
394,Hispanic,Male,13.3,53,0.756,2.5,94000,Region_B,1
395,White,Male,0.3,79,0.1,0.5,51000,Region_C,0
396,Asian,Female,4.1,80,0.254,1.0,67000,Region_A,0
397,Hispanic,Male,0.8,39,0.1,0.5,39000,Region_C,0
398,White,Female,3.8,33,0.584,0.9,51000,Region_B,0
399,Hispanic,Male,12.3,32,0.276,3.5,73000,Region_D,0
400,Hispanic,Male,6.6,54,0.191,2.7,60000,Region_B,0
401,White,Male,10.7,82,0.539,0.5,117000,Region_C,1
402,Asian,Male,3.5,74,0.442,3.3,75000,Region_B,1
403,White,Male,23.1,87,0.475,0.5,208000,Region_A,1
404,Hispanic,Male,8.3,43,0.13,0.5,73000,Region_B,0
405,White,Female,3.9,62,0.359,1.7,68000,Region_A,0
406,Hispanic,Male,3.7,68,0.414,8.5,62000,Region_C,0
407,White,Male,20.1,58,0.473,15.6,136000,Region_A,1
408,White,Female,6.0,55,0.424,1.7,66000,Region_D,0
409,Asian,Female,8.8,56,0.564,4.9,71000,Region_B,0
410,White,Male,4.3,48,0.2,2.0,52000,Region_A,0
411,White,Female,1.8,38,0.12,3.1,41000,Region_A,0
412,Asian,Female,9.2,73,0.172,3.2,101000,Region_A,0
413,Asian,Male,7.6,83,0.376,3.4,82000,Region_C,1
414,White,Male,5.6,85,0.616,1.5,96000,Region_A,1
415,Black,Female,5.4,30,0.106,3.7,52000,Region_B,0
416,White,Female,1.6,30,0.736,1.3,41000,Region_A,0
417,White,Female,11.1,59,0.744,4.0,86000,Region_D,1
418,White,Male,23.7,72,0.902,9.6,180000,Region_C,1
419,Black,Male,13.8,35,0.722,3.7,74000,Region_B,1
420,Hispanic,Female,2.3,41,0.183,0.8,44000,Region_D,0
421,Hispanic,Male,3.5,50,0.346,1.2,58000,Region_B,0
422,Hispanic,Male,11.1,63,0.344,3.6,104000,Region_D,0
423,White,Female,6.4,52,0.804,0.5,63000,Region_A,0
424,White,Male,6.4,78,0.453,2.8,76000,Region_C,0
425,White,Female,18.4,66,0.451,1.9,132000,Region_A,1
426,White,Female,5.4,69,0.372,0.5,77000,Region_A,0
427,White,Male,5.8,72,0.636,6.5,69000,Region_B,0
428,Hispanic,Female,0.3,30,0.475,0.7,36000,Region_B,0
429,White,Male,0.6,65,0.276,1.3,48000,Region_A,0
430,White,Female,0.1,49,0.462,1.6,43000,Region_B,0
431,White,Male,19.6,100,0.356,4.1,194000,Region_A,1
432,Hispanic,Male,3.5,50,0.352,0.5,62000,Region_D,0
433,Black,Female,3.5,30,0.637,1.1,44000,Region_A,0
434,White,Male,14.9,76,0.62,1.6,140000,Region_C,1
